accessionVersion,lineage,sampleCollectionDate,geoLocCountry,geoLocAdmin1,authors,authorAffiliations,hostNameScientific,length,earliestReleaseDate,submissionId,groupName,dataUseTerms,dataUseTermsUrl,biosampleAccession,completeness,geoLocAdmin2,geoLocCity,insdcAccessionFull,insdcRawReadsAccession,isLabHost,specimenCollectorSampleId,totalAmbiguousNucs,totalUnknownNucs
PP_0022ZJS.2,B.D.1,19/10/2008,Mexico,,"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Noyola, D. E.; Wentworth, D. E.; Henrickson, K. J.",J. Craig Venter Institute,Homo sapiens,15218,25/11/2013,KF826844.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999474445,,,KF826844.1,,,RSVB/Homo sapiens/MEX/62/2008,0,0
PP_0022ZKQ.2,B.D.1,10/06/2008,Argentina,,"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Videla, C.; Wentworth, D. E.; Henrickson, K. J.",J. Craig Venter Institute,Homo sapiens,15147,25/11/2013,KF826845.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.993759033,,,KF826845.1,,,RSVB/Homo sapiens/ARG/201/2008,0,0
PP_0022ZLN.2,B.D,2007,USA,SE Wisconsin,"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Wentworth, D. E.; Henrickson, K. J.",J. Craig Venter Institute,Homo sapiens,15279,25/11/2013,KF826851.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,KF826851.1,,,RSVB/Homo sapiens/USA/629-24/2007,0,0
PP_0022ZML.2,B,01/02/2008,Germany,Freiburg,"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Neumann-Haefelin, D.; Wentworth, D. E.; Henrickson, K. J.",J. Craig Venter Institute,Homo sapiens,15183,25/11/2013,KF826853.2,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,KF826853.2,,,RSVB/Homo sapiens/DEU/114/2008,0,0
PP_0022ZNJ.2,B.D,18/02/2009,Italy,Pavia,"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Gerna, G.; Wentworth, D. E.; Henrickson, K. J.",J. Craig Venter Institute,Homo sapiens,15278,25/11/2013,KF826857.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,KF826857.1,,,RSVB/Homo sapiens/ITA/129/2009,0,0
PP_0022ZPG.2,B.D,04/03/2009,Italy,Pavia,"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Gerna, G.; Wentworth, D. E.; Henrickson, K. J.",J. Craig Venter Institute,Homo sapiens,15233,25/11/2013,KF826858.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.99940875,,,KF826858.1,,,RSVB/Homo sapiens/ITA/130/2009,0,0
PP_0022ZQE.2,B.D,05/03/2009,Italy,Pavia,"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Gerna, G.; Wentworth, D. E.; Henrickson, K. J.",J. Craig Venter Institute,Homo sapiens,15263,25/11/2013,KF826859.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,KF826859.1,,,RSVB/Homo sapiens/ITA/131/2009,0,0
PP_0022ZRC.2,B.D,28/04/2009,Italy,Pavia,"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Gerna, G.; Wentworth, D. E.; Henrickson, K. J.",J. Craig Venter Institute,Homo sapiens,15249,25/11/2013,KF826860.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,KF826860.1,,,RSVB/Homo sapiens/ITA/135/2009,0,0
PP_002306E.2,B.D.1,03/06/2011,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15173,07/04/2014,KJ627247.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627247.1,,,RSVB/Homo sapiens/PER/FPP00592/2011,0,0
PP_002307C.2,B.D,01/05/2008,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15175,07/04/2014,KJ627249.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.973328078,,,KJ627249.1,,,RSVB/Homo sapiens/PER/FLA1962/2008,0,356
PP_002308A.2,B.D,10/03/2012,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15172,07/04/2014,KJ627251.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627251.1,,,RSVB/Homo sapiens/PER/FPP01361/2012,0,0
PP_0023098.2,B.D,13/06/2011,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15171,07/04/2014,KJ627254.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627254.1,,,RSVB/Homo sapiens/PER/FPP00618/2011,0,0
PP_00230A6.2,B.D,14/03/2012,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15175,07/04/2014,KJ627262.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627262.1,,,RSVB/Homo sapiens/PER/FPP01374/2012,0,0
PP_00230C2.2,B.D.1,19/05/2011,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15177,07/04/2014,KJ627277.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627277.1,,,RSVB/Homo sapiens/PER/FPP00548/2011,0,0
PP_00230EY.2,B.D,11/02/2008,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15172,07/04/2014,KJ627280.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627280.1,,,RSVB/Homo sapiens/PER/FLA0166/2008,0,0
PP_00230FW.2,B.D,09/06/2011,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15172,07/04/2014,KJ627285.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627285.1,,,RSVB/Homo sapiens/PER/FPP00604/2011,0,0
PP_00230GU.2,B.D,24/11/2007,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15172,07/04/2014,KJ627299.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627299.1,,,RSVB/Homo sapiens/PER/FLU9371/2007,0,0
PP_00230HR.2,B.D,12/04/2008,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15173,07/04/2014,KJ627302.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627302.1,,,RSVB/Homo sapiens/PER/FLA1266/2008,0,0
PP_00230JP.2,B.D,31/01/2007,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15172,07/04/2014,KJ627310.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627310.1,,,RSVB/Homo sapiens/PER/FLU5540/2007,0,0
PP_00230KM.2,B.D,29/01/2007,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15172,07/04/2014,KJ627317.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627317.1,,,RSVB/Homo sapiens/PER/FLU5625/2007,0,0
PP_00230MH.2,B.D,15/07/2008,Peru,Loreto,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15172,07/04/2014,KJ627330.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627330.1,,,RSVB/Homo sapiens/PER/FLA3500/2008,0,0
PP_00230NF.2,B.D,04/06/2011,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15172,07/04/2014,KJ627331.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.98548154,,,KJ627331.1,,,RSVB/Homo sapiens/PER/FPP00596/2011,0,171
PP_00230PD.2,B.D.1,13/06/2011,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15173,07/04/2014,KJ627332.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627332.1,,,RSVB/Homo sapiens/PER/FPP00616/2011,0,0
PP_00230QB.2,B.D,28/02/2012,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15175,07/04/2014,KJ627340.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627340.1,,,RSVB/Homo sapiens/PER/FPP01318/2012,0,0
PP_00230R9.2,B.D,04/04/2011,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15172,07/04/2014,KJ627341.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627341.1,,,RSVB/Homo sapiens/PER/FPP00386/2011,0,0
PP_00230S7.2,B.D,23/02/2012,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15175,07/04/2014,KJ627342.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627342.1,,,RSVB/Homo sapiens/PER/FPP01297/2012,0,0
PP_00230T5.2,B.D,02/06/2011,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15172,07/04/2014,KJ627348.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627348.1,,,RSVB/Homo sapiens/PER/FPP00589/2011,0,0
PP_00230U3.2,B.D,13/04/2011,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15172,07/04/2014,KJ627359.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627359.1,,,RSVB/Homo sapiens/PER/FPP00418/2011,0,0
PP_00230V1.2,B.D,12/05/2011,Peru,Piura,"Wentworth, D. E.; Halpin, R. A.; Bera, J.; Lin, X.; Fedorova, N.; Tsitrin, T.; McLellan, M.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Garcia, J.; Laguna-Torres, V. A.; Leguia, M.; Benavides, J. G.; Halsey, E.",J. Craig Venter Institute,Homo sapiens,15172,07/04/2014,KJ627364.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ627364.1,,,RSVB/Homo sapiens/PER/FPP00530/2011,0,0
PP_0023296.2,B.D.1,18/01/2013,USA,Tennessee,"Das, S.; Halpin, R. A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.; Moore, M.; Chappell, J.; Larkin, E.; Wentworth, D. E.; Anderson, L. J.",J. Craig Venter Institute,Homo sapiens,15171,09/05/2014,KJ672430.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ672430.1,,,RSVB/Homo sapiens/USA/LA2_51/2013,0,0
PP_00232B2.2,B.D.1,04/12/2012,USA,Tennessee,"Das, S.; Halpin, R. A.; Bera, J.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Hartert, T.; Moore, M.; Chappell, J.; Larkin, E.; Wentworth, D. E.; Anderson, L. J.",J. Craig Venter Institute,Homo sapiens,15172,09/05/2014,KJ672473.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ672473.1,,,RSVB/Homo sapiens/USA/LA2_24/2012,0,0
PP_00233LG.2,B.2,1991,USA,New York,"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.",J. Craig Venter Institute,Homo sapiens,15119,16/05/2014,KJ723460.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996583892,,,KJ723460.1,,,RSVB/Homo sapiens/USA/91I-144A-01/1991,0,0
PP_00233ME.2,B.2,1987,USA,New York,"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.",J. Craig Venter Institute,Homo sapiens,15114,16/05/2014,KJ723463.2,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ723463.2,,,RSVB/Homo sapiens/USA/87I-072A-01/1987,0,0
PP_00233NC.2,B.3,1993,USA,New York,"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.",J. Craig Venter Institute,Homo sapiens,15116,16/05/2014,KJ723466.2,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ723466.2,,,RSVB/Homo sapiens/USA/93I-109A-01/1993,0,0
PP_00233PA.2,B.2,1987,USA,New York,"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.",J. Craig Venter Institute,Homo sapiens,15113,16/05/2014,KJ723469.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996583892,,,KJ723469.1,,,RSVB/Homo sapiens/USA/87I-042A-01/1987,0,0
PP_00233Q8.2,B.2,1991,USA,New York,"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.",J. Craig Venter Institute,Homo sapiens,15121,16/05/2014,KJ723470.2,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ723470.2,,,RSVB/Homo sapiens/USA/91I-116A-01/1991,0,0
PP_00233R6.2,B.2,1987,USA,New York,"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.",J. Craig Venter Institute,Homo sapiens,15114,16/05/2014,KJ723476.2,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996715281,,,KJ723476.2,,,RSVB/Homo sapiens/USA/87I-028A-01/1987,0,0
PP_00233S4.2,B.2,1991,USA,New York,"Das, S. R.; Halpin, R. A.; Puri, V.; Akopov, A.; Fedorova, N.; Tsitrin, T.; Stockwell, T.; Amedeo, P.; Bishop, B.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Wentworth, D. E.; Caserta, M.",J. Craig Venter Institute,Homo sapiens,15119,16/05/2014,KJ723477.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996583892,,,KJ723477.1,,,RSVB/Homo sapiens/USA/91I-043A-01/1991,0,0
