accessionVersion;lineage;sampleCollectionDate;geoLocCountry;geoLocAdmin1;authors;authorAffiliations;hostNameScientific;length;earliestReleaseDate;accession;submissionId;groupName;dataUseTerms;dataUseTermsUrl;biosampleAccession;completeness;geoLocAdmin2;geoLocCity;insdcAccessionFull;insdcRawReadsAccession;isLabHost;specimenCollectorSampleId;totalAmbiguousNucs;totalUnknownNucs
PP_0019EAF.2;A.3;1997-12-22;USA;Nashville, Tennessee;"Lorenzi, H.; Halpin, R.; Nguyen, A.; Fedorova, N.; Overton, L.; Stockwell, T.; Amedeo, P.; Bishop, B.; Chen, H.; Edworthy, P.; Gupta, N.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Shapiro, C. A.; Williams, J.; Peebles, S.; Chi, M.; Wentworth, D. E.; Moore, M. L.";J. Craig Venter Institute;Homo sapiens;15194;2012-07-02;PP_0019EAF;JX069800.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9998686371100164;;;JX069800.1;;;RSVA/human/USA/A1997-12-35/1997;2;0
PP_0019EBD.2;A.3;1998-03-02;USA;Nashville, Tennessee;"Lorenzi, H.; Halpin, R.; Nguyen, A.; Fedorova, N.; Overton, L.; Stockwell, T.; Amedeo, P.; Bishop, B.; Chen, H.; Edworthy, P.; Gupta, N.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Shapiro, C. A.; Williams, J.; Peebles, S.; Chi, M.; Wentworth, D. E.; Moore, M. L.";J. Craig Venter Institute;Homo sapiens;15193;2012-07-02;PP_0019EBD;JX069801.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;JX069801.1;;;RSVA/human/USA/A1998-03-02/1998;0;0
PP_0019ED9.2;A.2.1;1998-12-12;USA;Nashville, Tennessee;"Lorenzi, H.; Halpin, R.; Nguyen, A.; Fedorova, N.; Overton, L.; Stockwell, T.; Amedeo, P.; Bishop, B.; Chen, H.; Edworthy, P.; Gupta, N.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Shapiro, C. A.; Williams, J.; Peebles, S.; Chi, M.; Wentworth, D. E.; Moore, M. L.";J. Craig Venter Institute;Homo sapiens;15194;2012-07-02;PP_0019ED9;JX069802.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9998686371100164;;;JX069802.1;;;RSVA/human/USA/A1998-12-21/1998;2;0
PP_0019EE7.2;A.2.1;2000-03-04;USA;Nashville, Tennessee;"Lorenzi, H.; Halpin, R.; Nguyen, A.; Fedorova, N.; Overton, L.; Stockwell, T.; Amedeo, P.; Bishop, B.; Chen, H.; Edworthy, P.; Gupta, N.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Shapiro, C. A.; Williams, J.; Peebles, S.; Chi, M.; Wentworth, D. E.; Moore, M. L.";J. Craig Venter Institute;Homo sapiens;15194;2012-07-02;PP_0019EE7;JX069803.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9998686371100164;;;JX069803.1;;;RSVA/human/USA/A2000-03-04/2000;2;0
PP_0019UT0.2;A.D;2011-12-27;South Korea;;"Lee, W. J.; Kim, Y. J.; Kim, D. W.; Lee, H. S.; Lee, H. Y.; Kim, K.; Kim, Y.-J.";Korea National Institute of Health, Division of Respiratory Viruses, Center for Infectious Diseases;Homo sapiens;15277;2012-12-02;PP_0019UT0;JX627336.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9999343185550083;;;JX627336.1;;;RSVA/GN435/11;1;0
PP_001AQ4F.2;A.D;2011;India;;"Choudhary, M. L.; Wadhwa, B. S.; Jadhav, S. M.; Chadha, M. S.; Wadhwa, B.; Mourya, D. T.";National Institute of Virology, Influenza Group;Homo sapiens;15231;2013-06-18;PP_001AQ4F;KC731482.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KC731482.1;;;RSV-A/NIV1114046/11;0;0
PP_001AQ5D.2;A.3.1.1;2011;India;;"Choudhary, M. L.; Wadhwa, B. S.; Jadhav, S. M.; Chadha, M. S.; Wadhwa, B.; Mourya, D. T.";National Institute of Virology, Influenza Group;Homo sapiens;15176;2013-06-18;PP_001AQ5D;KC731483.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KC731483.1;;;RSV-A/NIV1114073/11;0;0
PP_001ATXR.2;A.3.1.1;2011-12-11;China;Chongqing;"Gu, H.; Xie, Z.; Li, T.; Zhang, S.; Lai, C.; Zhu, P.; Wang, K.; Han, L.; Duan, Y.; Zhao, Z.; Yang, X.; Xing, L.; Zhang, P.; Wang, Z.; Li, R.; Yu, J. J.; Wang, X.; Yang, P.; Gu, H. J.; Sun, S. J.; Chen, R.; Yang, P. H.";Institute of Microbiology and Epidemiology, Academy of Military Medical Sciences;Homo sapiens;15151;2013-08-18;PP_001ATXR;KC978856.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9992775041050903;;;KC978856.1;;;A/Chongqing/13-73/11.or;0;0
PP_001B44Z.2;A.3.1;2007;South Africa;;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Venter, M.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15123;2013-08-30;PP_001B44Z;KF530258.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9590804597701149;;;KF530258.1;;;RSVA/Homo sapiens/ZAF/324/2007;0;592
PP_001B45X.2;A.2.1;2005-06-21;Argentina;;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Videla, C.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;14980;2013-08-30;PP_001B45X;KF530260.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9887027914614122;;;KF530260.1;;;RSVA/Homo sapiens/ARG/170/2005;0;0
PP_001B46V.2;A.3.1;2008-05-01;Germany;Freiburg;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Neumann-Haefelin, D.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15100;2013-08-30;PP_001B46V;KF530261.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9964532019704434;;;KF530261.1;;;RSVA/Homo sapiens/DEU/106/2008;0;0
PP_001B4BK.2;A.2.1.1;2007-01-27;Mexico;;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Noyola, D. E.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15128;2013-08-30;PP_001B4BK;KF530268.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9976354679802956;;;KF530268.1;;;RSVA/Homo sapiens/MEX/59/2007;0;0
PP_001B4CH.2;A.3.1.1;2009-12-10;USA;SE Wisconsin;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15049;2013-08-30;PP_001B4CH;KF530269.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9929720853858784;;;KF530269.1;;;RSVA/Hep2_lab/USA/629-Q0030_RSV60/2009;0;0
PP_001B7PR.2;A.3.1;2007;USA;SE Wisconsin;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15177;2013-11-25;PP_001B7PR;KF826821.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KF826821.1;;;RSVA/Homo sapiens/USA/629-8-2/2007;0;0
PP_001B7QP.2;A.2.1;1998-10-17;USA;SE Wisconsin;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15197;2013-11-25;PP_001B7QP;KF826823.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KF826823.1;;;RSVA/Homo sapiens/USA/629-4360/1998;0;0
PP_001B7SK.2;A.2.1;1998-10-28;USA;SE Wisconsin;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15142;2013-11-25;PP_001B7SK;KF826824.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.998752052545156;;;KF826824.1;;;RSVA/Homo sapiens/USA/629-4392/1998;0;0
PP_001B7TH.2;A.2.1.1;2004-12-24;Mexico;;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Noyola, D. E.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15197;2013-11-25;PP_001B7TH;KF826826.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KF826826.1;;;RSVA/Homo sapiens/MEX/23/2004;0;0
PP_001B7UF.2;A.2.1.1;2004-05-26;Argentina;;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Videla, C.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15209;2013-11-25;PP_001B7UF;KF826827.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KF826827.1;;;RSVA/Homo sapiens/ARG/159/2004;0;0
PP_001B7VD.2;A.2.1.1;2004-06-04;Argentina;;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Videla, C.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15191;2013-11-25;PP_001B7VD;KF826828.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KF826828.1;;;RSVA/Homo sapiens/ARG/162/2004;0;0
PP_001B7WB.2;A.3.1;2009-03-01;Germany;Freiburg;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Neumann-Haefelin, D.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15186;2013-11-25;PP_001B7WB;KF826830.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KF826830.1;;;RSVA/Homo sapiens/DEU/107/2009;0;0
PP_001B7X9.2;A.3.1;2009-12-01;Germany;Freiburg;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Neumann-Haefelin, D.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15195;2013-11-25;PP_001B7X9;KF826831.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KF826831.1;;;RSVA/Homo sapiens/DEU/108/2009;0;0
PP_001B7Y7.2;A.2.1.1;2009-03-19;Italy;Pavia;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Gerna, G.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15176;2013-11-25;PP_001B7Y7;KF826832.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KF826832.1;;;RSVA/Homo sapiens/ITA/120/2009;0;0
PP_001B7Z5.2;A.3.1;2009-03-19;Italy;Pavia;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Gerna, G.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15129;2013-11-25;PP_001B7Z5;KF826833.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.998752052545156;;;KF826833.1;;;RSVA/Homo sapiens/ITA/121/2009;0;0
PP_001B803.2;A.2.1.1;2006-01-04;Mexico;;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Noyola, D. E.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15165;2013-11-25;PP_001B803;KF826836.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.998752052545156;;;KF826836.1;;;RSVA/Homo sapiens/MEX/26/2006;0;0
PP_001B811.2;A.2.1.1;2006-01-20;Mexico;;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Noyola, D. E.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15194;2013-11-25;PP_001B811;KF826837.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KF826837.1;;;RSVA/Homo sapiens/MEX/27/2006;0;0
PP_001B82Z.2;A.3.1;2006-06-06;Argentina;;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Videla, C.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15189;2013-11-25;PP_001B82Z;KF826838.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KF826838.1;;;RSVA/Homo sapiens/ARG/177/2006;0;0
PP_001B83X.2;A.3.1;2007-02-16;Mexico;;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Noyola, D. E.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15106;2013-11-25;PP_001B83X;KF826840.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9952052545155994;;;KF826840.1;;;RSVA/Homo sapiens/MEX/29/2007;0;0
PP_001B84V.2;A.2.1.1;2007-05-02;Argentina;;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Videla, C.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15194;2013-11-25;PP_001B84V;KF826841.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KF826841.1;;;RSVA/Homo sapiens/ARG/190/2007;0;0
PP_001B85T.2;A.2.1.1;2008-05-15;Argentina;;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Videla, C.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15142;2013-11-25;PP_001B85T;KF826846.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.998752052545156;;;KF826846.1;;;RSVA/Homo sapiens/ARG/202/2008;0;0
PP_001B86R.2;A.2.1;2007;Australia;;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Kok, T.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15179;2013-11-25;PP_001B86R;KF826847.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KF826847.1;;;RSVA/Homo sapiens/AUS/248/2007;0;0
PP_001B87P.2;A.3;2007;Australia;;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Kok, T.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15190;2013-11-25;PP_001B87P;KF826848.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KF826848.1;;;RSVA/Homo sapiens/AUS/249/2007;0;0
PP_001B89K.2;A.2.1.1;2008;USA;SE Wisconsin;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15193;2013-11-25;PP_001B89K;KF826850.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9999343185550083;;;KF826850.1;;;RSVA/Homo sapiens/USA/629-11-1/2008;1;0
PP_001B8AH.2;A.2.1.1;2007;USA;SE Wisconsin;"Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Wentworth, D. E.; Henrickson, K. J.";J. Craig Venter Institute;Homo sapiens;15167;2013-11-25;PP_001B8AH;KF826852.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;KF826852.1;;;RSVA/Homo sapiens/USA/629-1/2007;0;0
